,Name,Type,ID,Divrat,Y,M,D,H,M.1,S,uS,Datum,Lat,Long,Zon,E.ing,N.ing,Alt,Tape,Date,Loc,Species,Spec,Note,Note1,COUNT,X,LAT,LON,BNG_y,BNG_x,SURVEYID
312,ROON2___20140827_220953,132,NA,8,2014,8,27,22,9,53,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOCCAL,NA,                                                                         ,NA,,NA,55.61794,-2.56118,636181.85,364753.4159,Barn Owl Lodge-2
31.1,ROON2___20140827_220953,132,NA,8,2014,8,27,22,9,53,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.61794,-2.56118,636181.85,364753.4159,Barn Owl Lodge-2
321,ROON2___20140827_221000,132,NA,8,2014,8,27,22,10,0,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOCCAL,NA,                                                                         ,NA,,NA,55.61794,-2.56118,636181.85,364753.4159,Barn Owl Lodge-2
32.11,ROON2___20140827_221000,132,NA,8,2014,8,27,22,10,0,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.61794,-2.56118,636181.85,364753.4159,Barn Owl Lodge-2
331,ROON2___20140827_221008,132,NA,8,2014,8,27,22,10,8,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOCCAL,NA,                                                                         ,NA,,NA,55.61793,-2.56117,636180.7319,364754.0367,Barn Owl Lodge-2
33.1,ROON2___20140827_221008,132,NA,8,2014,8,27,22,10,8,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.61793,-2.56117,636180.7319,364754.0367,Barn Owl Lodge-2
341,ROON2___20140827_221019,132,NA,8,2014,8,27,22,10,19,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOCCAL,NA,                                                                         ,NA,,NA,55.6179,-2.56113,636177.3728,364756.529,Barn Owl Lodge-2
34.1,ROON2___20140827_221019,132,NA,8,2014,8,27,22,10,19,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.6179,-2.56113,636177.3728,364756.529,Barn Owl Lodge-2
351,ROON2___20140827_221024,132,NA,8,2014,8,27,22,10,24,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOCCAL,NA,                                                                         ,NA,,NA,55.61787,-2.5611,636174.0188,364758.3915,Barn Owl Lodge-2
35.1,ROON2___20140827_221024,132,NA,8,2014,8,27,22,10,24,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.61787,-2.5611,636174.0188,364758.3915,Barn Owl Lodge-2
361,ROON2___20140827_221030,132,NA,8,2014,8,27,22,10,30,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.61785,-2.56107,636171.7777,364760.263,Barn Owl Lodge-2
37,ROON2___20140827_221312,132,NA,8,2014,8,27,22,13,12,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.61703,-2.56038,636080.1673,364802.984,Barn Owl Lodge-2
38,ROON2___20140827_222647,132,NA,8,2014,8,27,22,26,47,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62031,-2.56262,636446.3457,364664.8598,Barn Owl Lodge-2
39,ROON2___20140827_223053,132,NA,8,2014,8,27,22,30,53,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmBUZZ,NA,                                                                         ,NA,,NA,55.6213,-2.56323,636556.8362,364627.3371,Barn Owl Lodge-2
39.1,ROON2___20140827_223053,132,NA,8,2014,8,27,22,30,53,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.6213,-2.56323,636556.8362,364627.3371,Barn Owl Lodge-2
40,ROON2___20140827_223108,132,NA,8,2014,8,27,22,31,8,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62135,-2.5633,636562.4366,364622.9739,Barn Owl Lodge-2
411,ROON2___20140827_223117,132,NA,8,2014,8,27,22,31,17,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,compip 3                                                                 ,NA,3,NA,55.62138,-2.5633,636565.7754,364623.001,Barn Owl Lodge-2
421,ROON2___20140827_223142,132,NA,8,2014,8,27,22,31,42,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62143,-2.5634,636571.3911,364616.7485,Barn Owl Lodge-2
43,ROON2___20140827_223150,132,NA,8,2014,8,27,22,31,50,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.62147,-2.56345,636575.8683,364613.6358,Barn Owl Lodge-2
44,ROON2___20140827_223202,132,NA,8,2014,8,27,22,32,2,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.6215,-2.56347,636579.2173,364612.4034,Barn Owl Lodge-2
45,ROON2___20140827_223213,132,NA,8,2014,8,27,22,32,13,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62152,-2.56348,636581.4483,364611.7917,Barn Owl Lodge-2
46,ROON2___20140827_223227,132,NA,8,2014,8,27,22,32,27,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.6216,-2.56358,636590.4027,364605.5663,Barn Owl Lodge-2
47,ROON2___20140827_223239,132,NA,8,2014,8,27,22,32,39,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62168,-2.56372,636599.3777,364596.8219,Barn Owl Lodge-2
48,ROON2___20140827_223255,132,NA,8,2014,8,27,22,32,55,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62177,-2.56375,636609.4093,364595.014,Barn Owl Lodge-2
49,ROON2___20140827_223308,132,NA,8,2014,8,27,22,33,8,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.62177,-2.56375,636609.4093,364595.014,Barn Owl Lodge-2
50,ROON2___20140827_223326,132,NA,8,2014,8,27,22,33,26,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62177,-2.56375,636609.4093,364595.014,Barn Owl Lodge-2
511,ROON2___20140827_223337,132,NA,8,2014,8,27,22,33,37,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62177,-2.56375,636609.4093,364595.014,Barn Owl Lodge-2
521,ROON2___20140827_223400,132,NA,8,2014,8,27,22,34,0,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62179,-2.5638,636611.6607,364591.8833,Barn Owl Lodge-2
53,ROON2___20140827_223439,132,NA,8,2014,8,27,22,34,39,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62197,-2.5639,636631.7444,364585.7485,Barn Owl Lodge-2
54,ROON2___20140827_223552,132,NA,8,2014,8,27,22,35,52,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.62242,-2.56418,636681.9691,364568.5224,Barn Owl Lodge-2
55,ROON2___20140827_224131,132,NA,8,2014,8,27,22,41,31,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmPIP,NA,                                                                         ,NA,1,NA,55.62387,-2.56607,636844.3115,364450.8157,Barn Owl Lodge-2
56,ROON2___20140827_224150,132,NA,8,2014,8,27,22,41,50,0,NA,0,0,---,0,0,0,NA,14/08/2027,Barn Owl Lodge,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.62395,-2.56617,636853.2662,364444.591,Barn Owl Lodge-2
115,ROON2_N_20140805_221425,132,NA,8,2014,8,5,22,14,25,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.8879,-2.2441,666111.3471,384829.9769,Bogbank-1
214,ROON2_N_20140805_225859,132,NA,8,2014,8,5,22,58,59,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmDUNNO,NA,NA,NA,,NA,55.88469,-2.23703,665752.541,385270.9795,Bogbank-1
313,ROON2_N_20140805_225911,132,NA,8,2014,8,5,22,59,11,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmDUNNO,NA,NA,NA,,NA,55.88462,-2.2371,665744.7652,385266.5739,Bogbank-1
412,ROON2_N_20140805_231109,132,NA,8,2014,8,5,23,11,9,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88812,-2.24075,666135.0979,385039.6042,Bogbank-1
58,ROON2_N_20140805_231801,132,NA,8,2014,8,5,23,18,1,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmPIP,NA,NA,NA,1,NA,55.88838,-2.23817,666163.4764,385201.0817,Bogbank-1
64,ROON2_N_20140805_232923,132,NA,8,2014,8,5,23,29,23,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88615,-2.23355,665914.2954,385489.22,Bogbank-1
74,ROON2___20140805_214607,132,NA,8,2014,8,5,21,46,7,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88683,-2.2446,665992.3686,384798.2806,Bogbank-1
84,ROON2___20140805_221356,132,NA,8,2014,8,5,22,13,56,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88774,-2.24392,666093.4997,384841.173,Bogbank-1
94,ROON2___20140805_221516,132,NA,8,2014,8,5,22,15,16,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmPIP,NA,NA,NA,1,NA,55.888,-2.24428,666122.5167,384818.7572,Bogbank-1
104,ROON2___20140805_221908,132,NA,8,2014,8,5,22,19,8,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88904,-2.24572,666238.5861,384729.0971,Bogbank-1
116,ROON2___20140805_222612,132,NA,8,2014,8,5,22,26,12,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.89002,-2.24877,666348.3406,384538.7181,Bogbank-1
124,ROON2___20140805_222803,132,NA,8,2014,8,5,22,28,3,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88969,-2.24992,666311.8717,384466.6569,Bogbank-1
134,ROON2___20140805_225427,132,NA,8,2014,8,5,22,54,27,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmPIP,NA,NA,NA,1,NA,55.88588,-2.23888,665885.3842,385155.7103,Bogbank-1
144,ROON2___20140805_225733,132,NA,8,2014,8,5,22,57,33,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88507,-2.23757,665794.9503,385237.3451,Bogbank-1
153,ROON2___20140805_225903,132,NA,8,2014,8,5,22,59,3,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88466,-2.23703,665749.2021,385270.968,Bogbank-1
15.1,ROON2___20140805_225903,132,NA,8,2014,8,5,22,59,3,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88466,-2.23703,665749.2021,385270.968,Bogbank-1
163,ROON2___20140805_225906,132,NA,8,2014,8,5,22,59,6,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88464,-2.23707,665746.9847,385268.4582,Bogbank-1
16.11,ROON2___20140805_225906,132,NA,8,2014,8,5,22,59,6,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88464,-2.23707,665746.9847,385268.4582,Bogbank-1
173,ROON2___20140805_225918,132,NA,8,2014,8,5,22,59,18,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88454,-2.23715,665735.872,385263.4156,Bogbank-1
17.1,ROON2___20140805_225918,132,NA,8,2014,8,5,22,59,18,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmPIP,NA,NA,NA,1,NA,55.88454,-2.23715,665735.872,385263.4156,Bogbank-1
183,ROON2___20140805_225930,132,NA,8,2014,8,5,22,59,30,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88449,-2.23725,665730.3286,385257.141,Bogbank-1
18.1,ROON2___20140805_225930,132,NA,8,2014,8,5,22,59,30,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmPIP,NA,NA,NA,1,NA,55.88449,-2.23725,665730.3286,385257.141,Bogbank-1
192,ROON2___20140805_225939,132,NA,8,2014,8,5,22,59,39,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88447,-2.23725,665728.1026,385257.1333,Bogbank-1
19.1,ROON2___20140805_225939,132,NA,8,2014,8,5,22,59,39,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88447,-2.23725,665728.1026,385257.1333,Bogbank-1
202,ROON2___20140805_225944,132,NA,8,2014,8,5,22,59,44,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88445,-2.2373,665725.8874,385253.9979,Bogbank-1
20.1,ROON2___20140805_225944,132,NA,8,2014,8,5,22,59,44,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmPIP,NA,NA,NA,1,NA,55.88445,-2.2373,665725.8874,385253.9979,Bogbank-1
215,ROON2___20140805_231112,132,NA,8,2014,8,5,23,11,12,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88814,-2.24072,666137.3173,385041.4885,Bogbank-1
222,ROON2___20140805_231627,132,NA,8,2014,8,5,23,16,27,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88815,-2.23862,666137.9749,385172.8462,Bogbank-1
232,ROON2___20140805_231718,132,NA,8,2014,8,5,23,17,18,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88837,-2.23818,666162.3656,385200.4524,Bogbank-1
23.11,ROON2___20140805_231718,132,NA,8,2014,8,5,23,17,18,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88837,-2.23818,666162.3656,385200.4524,Bogbank-1
23.2,ROON2___20140805_231718,132,NA,8,2014,8,5,23,17,18,0,NA,0,0,---,0,0,0,NA,14/08/2005,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88837,-2.23818,666162.3656,385200.4524,Bogbank-1
117,ROON2_N_20140831_210540,132,NA,8,2014,8,31,21,5,40,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88561,-2.24693,665857.103,384652.0504,Bogbank-2
216,ROON2_N_20140831_212119,132,NA,8,2014,8,31,21,21,19,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88776,-2.24285,666095.49,384908.1095,Bogbank-2
314,ROON2_N_20140831_212159,132,NA,8,2014,8,31,21,21,59,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88768,-2.24302,666086.6235,384897.4447,Bogbank-2
413,ROON2_N_20140831_212206,132,NA,8,2014,8,31,21,22,6,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88764,-2.24312,666082.1936,384891.174,Bogbank-2
59,ROON2_N_20140831_212252,132,NA,8,2014,8,31,21,22,52,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88763,-2.24363,666081.1929,384859.2694,Bogbank-2
65,ROON2_N_20140831_212743,132,NA,8,2014,8,31,21,27,43,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88886,-2.24537,666218.4746,384750.9178,Bogbank-2
75,ROON2_N_20140831_212939,132,NA,8,2014,8,31,21,29,39,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88939,-2.24608,666277.6206,384706.7185,Bogbank-2
85,ROON2_N_20140831_213021,132,NA,8,2014,8,31,21,30,21,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88966,-2.24652,666307.7691,384679.3047,Bogbank-2
95,ROON2_N_20140831_213317,132,NA,8,2014,8,31,21,33,17,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.89021,-2.24798,666369.3098,384588.2057,Bogbank-2
105,ROON2_N_20140831_213639,132,NA,8,2014,8,31,21,36,39,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88975,-2.24983,666318.5292,384472.3103,Bogbank-2
118,ROON2_N_20140831_215001,132,NA,8,2014,8,31,21,50,1,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.8869,-2.24032,665999.2205,385066.0285,Bogbank-2
125,ROON2_N_20140831_215410,132,NA,8,2014,8,31,21,54,10,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmNOISE,NA,NA,NA,1,NA,55.88574,-2.23863,665869.7484,385171.2948,Bogbank-2
135,ROON2_N_20140831_215658,132,NA,8,2014,8,31,21,56,58,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88516,-2.23777,665805.0101,385224.8687,Bogbank-2
145,ROON2___20140831_210155,132,NA,8,2014,8,31,21,1,55,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88646,-2.24533,665951.3501,384752.4718,Bogbank-2
154,ROON2___20140831_210207,132,NA,8,2014,8,31,21,2,7,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88645,-2.24537,665950.246,384749.9657,Bogbank-2
164,ROON2___20140831_210619,132,NA,8,2014,8,31,21,6,19,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmCOMPIP,NA,NA,NA,1,NA,55.88587,-2.2473,665886.1233,384629.0091,Bogbank-2
174,ROON2___20140831_215610,132,NA,8,2014,8,31,21,56,10,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmDUNNO,NA,NA,NA,,NA,55.88523,-2.23788,665812.8247,385218.0145,Bogbank-2
184,ROON2___20140831_215613,132,NA,8,2014,8,31,21,56,13,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88521,-2.23785,665810.5922,385219.8835,Bogbank-2
18.11,ROON2___20140831_215613,132,NA,8,2014,8,31,21,56,13,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88521,-2.23785,665810.5922,385219.8835,Bogbank-2
193,ROON2___20140831_215629,132,NA,8,2014,8,31,21,56,29,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88519,-2.23778,665808.3512,385224.2546,Bogbank-2
19.11,ROON2___20140831_215629,132,NA,8,2014,8,31,21,56,29,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88519,-2.23778,665808.3512,385224.2546,Bogbank-2
203,ROON2___20140831_215639,132,NA,8,2014,8,31,21,56,39,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88519,-2.23778,665808.3512,385224.2546,Bogbank-2
20.11,ROON2___20140831_215639,132,NA,8,2014,8,31,21,56,39,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88519,-2.23778,665808.3512,385224.2546,Bogbank-2
217,ROON2___20140831_215647,132,NA,8,2014,8,31,21,56,47,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOCCAL,NA,NA,NA,,NA,55.88518,-2.23778,665807.2382,385224.2508,Bogbank-2
21.1,ROON2___20140831_215647,132,NA,8,2014,8,31,21,56,47,0,NA,0,0,---,0,0,0,NA,14/08/1931,Bogbank,jmSOPPIP,NA,NA,NA,1,NA,55.88518,-2.23778,665807.2382,385224.2508,Bogbank-2
119,ROON2_N_20140806_220057,132,NA,8,2014,8,6,22,0,57,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74023,-2.92905,650040.2021,341766.704,Brockhouse-1
218,ROON2_N_20140806_220148,132,NA,8,2014,8,6,22,1,48,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74024,-2.9289,650041.1887,341776.1365,Brockhouse-1
315,ROON2_N_20140806_220221,132,NA,8,2014,8,6,22,2,21,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmPIP,NA,                                                                         ,NA,1,NA,55.74019,-2.92872,650035.4727,341787.3631,Brockhouse-1
414,ROON2_N_20140806_222046,132,NA,8,2014,8,6,22,20,46,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmPIP,NA,                                                                         ,NA,1,NA,55.74345,-2.92708,650396.9013,341895.1833,Brockhouse-1
510,ROON2_N_20140806_222120,132,NA,8,2014,8,6,22,21,20,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74371,-2.92707,650425.8284,341896.1983,Brockhouse-1
610,ROON2_N_20140806_222307,132,NA,8,2014,8,6,22,23,7,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74416,-2.92707,650475.9092,341896.8683,Brockhouse-1
76,ROON2_N_20140806_222521,132,NA,8,2014,8,6,22,25,21,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmDUNNO,NA,                                                                         ,NA,,NA,55.74476,-2.92722,650542.8096,341888.345,Brockhouse-1
86,ROON2_N_20140806_222724,132,NA,8,2014,8,6,22,27,24,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74528,-2.92748,650600.8991,341872.7976,Brockhouse-1
96,ROON2_N_20140806_222748,132,NA,8,2014,8,6,22,27,48,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74542,-2.92758,650616.5639,341866.7285,Brockhouse-1
106,ROON2_N_20140806_222820,132,NA,8,2014,8,6,22,28,20,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmPIP,NA,                                                                         ,NA,1,NA,55.74558,-2.9276,650634.3872,341865.7114,Brockhouse-1
1110,ROON2_N_20140806_223015,132,NA,8,2014,8,6,22,30,15,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74609,-2.92768,650691.2126,341861.4492,Brockhouse-1
126,ROON2_N_20140806_223224,132,NA,8,2014,8,6,22,32,24,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74653,-2.92707,650739.668,341900.397,Brockhouse-1
136,ROON2_N_20140806_223246,132,NA,8,2014,8,6,22,32,46,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74661,-2.92693,650748.4537,341909.3045,Brockhouse-1
146,ROON2_N_20140806_223519,132,NA,8,2014,8,6,22,35,19,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74712,-2.92642,650804.7838,341942.0782,Brockhouse-1
155,ROON2_N_20140806_223536,132,NA,8,2014,8,6,22,35,36,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74717,-2.9263,650810.2476,341949.6853,Brockhouse-1
165,ROON2_N_20140806_232757,132,NA,8,2014,8,6,23,27,57,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmPIP,NA,                                                                         ,NA,1,NA,55.74548,-2.93177,650626.7702,341603.7868,Brockhouse-1
175,ROON2___20140806_220031,132,NA,8,2014,8,6,22,0,31,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74042,-2.92877,650061.1116,341784.567,Brockhouse-1
185,ROON2___20140806_220040,132,NA,8,2014,8,6,22,0,40,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74031,-2.92877,650048.8697,341784.4029,Brockhouse-1
194,ROON2___20140806_220101,132,NA,8,2014,8,6,22,1,1,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74023,-2.92907,650040.2189,341765.4483,Brockhouse-1
204,ROON2___20140806_220107,132,NA,8,2014,8,6,22,1,7,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74025,-2.9291,650042.47,341763.5946,Brockhouse-1
219,ROON2___20140806_220228,132,NA,8,2014,8,6,22,2,28,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74013,-2.9287,650028.7785,341788.5293,Brockhouse-1
