,Name,Type,ID,Divrat,Y,M,D,H,M.1,S,uS,Datum,Lat,Long,Zon,E.ing,N.ing,Alt,Tape,Date,Loc,Species,Spec,Note,Note1,COUNT,X,LAT,LON,BNG_y,BNG_x,SURVEYID
2413,ROON2___20140826_003426,132,NA,8,2014,8,26,0,34,26,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,"soppip 2, compip 1                                                       ",NA,,NA,56.58036,-3.40418,744041.1358,313840.8095,Wester Essendy-2
24.1,ROON2___20140826_003426,132,NA,8,2014,8,26,0,34,26,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,"soppip 2, compip 1                                                       ",NA,1,NA,56.58036,-3.40418,744041.1358,313840.8095,Wester Essendy-2
24.2,ROON2___20140826_003426,132,NA,8,2014,8,26,0,34,26,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,"soppip 2, compip 1                                                       ",NA,2,NA,56.58036,-3.40418,744041.1358,313840.8095,Wester Essendy-2
2513,ROON2___20140826_003437,132,NA,8,2014,8,26,0,34,37,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58036,-3.40412,744041.0604,313844.4949,Wester Essendy-2
25.11,ROON2___20140826_003437,132,NA,8,2014,8,26,0,34,37,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58036,-3.40412,744041.0604,313844.4949,Wester Essendy-2
25.21,ROON2___20140826_003437,132,NA,8,2014,8,26,0,34,37,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58036,-3.40412,744041.0604,313844.4949,Wester Essendy-2
2611,ROON2___20140826_003443,132,NA,8,2014,8,26,0,34,43,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58035,-3.40398,744039.7715,313853.0716,Wester Essendy-2
26.1,ROON2___20140826_003443,132,NA,8,2014,8,26,0,34,43,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58035,-3.40398,744039.7715,313853.0716,Wester Essendy-2
26.2,ROON2___20140826_003443,132,NA,8,2014,8,26,0,34,43,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58035,-3.40398,744039.7715,313853.0716,Wester Essendy-2
2711,ROON2___20140826_003453,132,NA,8,2014,8,26,0,34,53,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,"pip 1, soppip 2                                                          ",NA,1,NA,56.58035,-3.40387,744039.6332,313859.8283,Wester Essendy-2
27.11,ROON2___20140826_003453,132,NA,8,2014,8,26,0,34,53,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,"pip 1, soppip 2                                                          ",NA,2,NA,56.58035,-3.40387,744039.6332,313859.8283,Wester Essendy-2
2811,ROON2___20140826_003642,132,NA,8,2014,8,26,0,36,42,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58036,-3.40285,744039.4649,313922.5041,Wester Essendy-2
2911,ROON2___20140826_003738,132,NA,8,2014,8,26,0,37,38,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58037,-3.40285,744040.5778,313922.5269,Wester Essendy-2
29.13,ROON2___20140826_003738,132,NA,8,2014,8,26,0,37,38,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58037,-3.40285,744040.5778,313922.5269,Wester Essendy-2
3011,ROON2___20140826_003746,132,NA,8,2014,8,26,0,37,46,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58038,-3.40277,744041.5904,313927.4636,Wester Essendy-2
3117,ROON2___20140826_003800,132,NA,8,2014,8,26,0,38,0,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.5805,-3.40263,744054.7703,313936.336,Wester Essendy-2
3214,ROON2___20140826_003807,132,NA,8,2014,8,26,0,38,7,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.58053,-3.40257,744058.0339,313940.0897,Wester Essendy-2
3312,ROON2___20140826_003819,132,NA,8,2014,8,26,0,38,19,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.5806,-3.40245,744065.6741,313947.6199,Wester Essendy-2
33.11,ROON2___20140826_003819,132,NA,8,2014,8,26,0,38,19,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.5806,-3.40245,744065.6741,313947.6199,Wester Essendy-2
3411,ROON2___20140826_003830,132,NA,8,2014,8,26,0,38,30,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58052,-3.40242,744056.7326,313949.2806,Wester Essendy-2
34.11,ROON2___20140826_003830,132,NA,8,2014,8,26,0,38,30,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58052,-3.40242,744056.7326,313949.2806,Wester Essendy-2
34.2,ROON2___20140826_003830,132,NA,8,2014,8,26,0,38,30,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58052,-3.40242,744056.7326,313949.2806,Wester Essendy-2
3510,ROON2___20140826_003841,132,NA,8,2014,8,26,0,38,41,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58044,-3.4024,744047.8037,313950.3272,Wester Essendy-2
35.11,ROON2___20140826_003841,132,NA,8,2014,8,26,0,38,41,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58044,-3.4024,744047.8037,313950.3272,Wester Essendy-2
3610,ROON2___20140826_003853,132,NA,8,2014,8,26,0,38,53,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58041,-3.40238,744044.4396,313951.4874,Wester Essendy-2
379,ROON2___20140826_003858,132,NA,8,2014,8,26,0,38,58,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58027,-3.4024,744028.883,313949.9405,Wester Essendy-2
37.11,ROON2___20140826_003858,132,NA,8,2014,8,26,0,38,58,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58027,-3.4024,744028.883,313949.9405,Wester Essendy-2
388,ROON2___20140826_003909,132,NA,8,2014,8,26,0,39,9,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58025,-3.40242,744026.6822,313948.6665,Wester Essendy-2
38.11,ROON2___20140826_003909,132,NA,8,2014,8,26,0,39,9,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58025,-3.40242,744026.6822,313948.6665,Wester Essendy-2
398,ROON2___20140826_003920,132,NA,8,2014,8,26,0,39,20,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58025,-3.40242,744026.6822,313948.6665,Wester Essendy-2
39.11,ROON2___20140826_003920,132,NA,8,2014,8,26,0,39,20,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58025,-3.40242,744026.6822,313948.6665,Wester Essendy-2
408,ROON2___20140826_003931,132,NA,8,2014,8,26,0,39,31,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58025,-3.4024,744026.6571,313949.895,Wester Essendy-2
40.12,ROON2___20140826_003931,132,NA,8,2014,8,26,0,39,31,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58025,-3.4024,744026.6571,313949.895,Wester Essendy-2
4115,ROON2___20140826_003942,132,NA,8,2014,8,26,0,39,42,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58025,-3.4024,744026.6571,313949.895,Wester Essendy-2
41.1,ROON2___20140826_003942,132,NA,8,2014,8,26,0,39,42,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58025,-3.4024,744026.6571,313949.895,Wester Essendy-2
4212,ROON2___20140826_011859,132,NA,8,2014,8,26,1,18,59,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57779,-3.40912,743761.3206,313531.4985,Wester Essendy-2
437,ROON2___20140826_011954,132,NA,8,2014,8,26,1,19,54,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57792,-3.40933,743776.0542,313518.8957,Wester Essendy-2
446,ROON2___20140826_013614,132,NA,8,2014,8,26,1,36,14,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57709,-3.40648,743680.085,313692.0734,Wester Essendy-2
456,ROON2___20140826_014223,132,NA,8,2014,8,26,1,42,23,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57563,-3.40685,743518.0561,313666.013,Wester Essendy-2
4610,ROON2___20140826_014226,132,NA,8,2014,8,26,1,42,26,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.57562,-3.4068,743516.8802,313669.0618,Wester Essendy-2
46.11,ROON2___20140826_014226,132,NA,8,2014,8,26,1,42,26,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57562,-3.4068,743516.8802,313669.0618,Wester Essendy-2
4714,ROON2___20140826_014232,132,NA,8,2014,8,26,1,42,32,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.57559,-3.4067,743513.4153,313675.1366,Wester Essendy-2
47.1,ROON2___20140826_014232,132,NA,8,2014,8,26,1,42,32,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57559,-3.4067,743513.4153,313675.1366,Wester Essendy-2
487,ROON2___20140826_014238,132,NA,8,2014,8,26,1,42,38,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.57556,-3.40665,743510.0134,313678.1398,Wester Essendy-2
48.1,ROON2___20140826_014238,132,NA,8,2014,8,26,1,42,38,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57556,-3.40665,743510.0134,313678.1398,Wester Essendy-2
496,ROON2___20140826_014245,132,NA,8,2014,8,26,1,42,45,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.57554,-3.40663,743507.7622,313679.3228,Wester Essendy-2
49.1,ROON2___20140826_014245,132,NA,8,2014,8,26,1,42,45,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57554,-3.40663,743507.7622,313679.3228,Wester Essendy-2
1079,ROON2_N_20140730_002053,132,NA,8,2014,7,30,0,20,53,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.64254,-2.51128,638895.3523,367916.4215,Whitehills-1
1080,ROON2_N_20140730_003133,132,NA,8,2014,7,30,0,31,33,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmSOPPIP,NA,NA,NA,1,NA,55.64325,-2.51528,638976.2329,367665.2357,Whitehills-1
10811,ROON2_N_20140730_003257,132,NA,8,2014,7,30,0,32,57,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64302,-2.51578,638950.8695,367633.5744,Whitehills-1
10821,ROON2_N_20140730_004546,132,NA,8,2014,7,30,0,45,46,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.64288,-2.51093,638933.0294,367938.7304,Whitehills-1
1083,ROON2_N_20140730_005636,132,NA,8,2014,7,30,0,56,36,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.64577,-2.5113,639254.8364,367917.8124,Whitehills-1
1084,ROON2_N_20140730_012114,132,NA,8,2014,7,30,1,21,14,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.64414,-2.50738,639071.6179,368163.2025,Whitehills-1
1085,ROON2_N_20140730_013236,132,NA,8,2014,7,30,1,32,36,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.64245,-2.51068,638885.0578,367954.1137,Whitehills-1
1086,ROON2_N_20140730_013648,132,NA,8,2014,7,30,1,36,48,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.64164,-2.51035,638794.758,367974.2218,Whitehills-1
1087,ROON2_N_20140730_014449,132,NA,8,2014,7,30,1,44,49,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmNOISE,NA,NA,NA,1,NA,55.63993,-2.50805,638603.3851,368117.6007,Whitehills-1
1088,ROON2___20140730_002701,132,NA,8,2014,7,30,0,27,1,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmPIP,NA,NA,NA,1,NA,55.64381,-2.51332,639037.642,367789.0633,Whitehills-1
1089,ROON2___20140730_002722,132,NA,8,2014,7,30,0,27,22,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64388,-2.51337,639045.4558,367785.9739,Whitehills-1
1090,ROON2___20140730_003434,132,NA,8,2014,7,30,0,34,34,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.6426,-2.51665,638904.5342,367578.4663,Whitehills-1
10911,ROON2___20140730_004412,132,NA,8,2014,7,30,0,44,12,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64256,-2.51087,638897.388,367942.2446,Whitehills-1
10921,ROON2___20140730_004423,132,NA,8,2014,7,30,0,44,23,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64256,-2.51088,638897.3926,367941.6152,Whitehills-1
1093,ROON2___20140730_004427,132,NA,8,2014,7,30,0,44,27,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64258,-2.51092,638899.637,367939.1139,Whitehills-1
1094,ROON2___20140730_004436,132,NA,8,2014,7,30,0,44,36,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64259,-2.51093,638900.7546,367938.4926,Whitehills-1
1095,ROON2___20140730_004443,132,NA,8,2014,7,30,0,44,43,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64258,-2.51093,638899.6417,367938.4844,Whitehills-1
1096,ROON2___20140730_004449,132,NA,8,2014,7,30,0,44,49,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64258,-2.51093,638899.6417,367938.4844,Whitehills-1
1097,ROON2___20140730_005312,132,NA,8,2014,7,30,0,53,12,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.64504,-2.5106,639173.2683,367961.2709,Whitehills-1
1098,ROON2___20140730_013532,132,NA,8,2014,7,30,1,35,32,0,NA,0,0,---,0,0,0,NA,14/07/1930,Whitehills,jmCOMPIP,NA,NA,NA,1,NA,55.6418,-2.51055,638812.6574,367961.7639,Whitehills-1
1099,ROON2_N_20140901_203840,132,NA,8,2014,9,1,20,38,40,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64273,-2.5108,638916.2753,367946.79,Whitehills-2
11001,ROON2_N_20140901_204203,132,NA,8,2014,9,1,20,42,3,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64361,-2.51072,639014.1756,367952.5465,Whitehills-2
11011,ROON2_N_20140901_204358,132,NA,8,2014,9,1,20,43,58,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64436,-2.51077,639097.6682,367950.014,Whitehills-2
11021,ROON2_N_20140901_204437,132,NA,8,2014,9,1,20,44,37,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64445,-2.51072,639107.6613,367953.2348,Whitehills-2
11031,ROON2_N_20140901_204721,132,NA,8,2014,9,1,20,47,21,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.64506,-2.51062,639175.5034,367960.0285,Whitehills-2
1104,ROON2_N_20140901_205004,132,NA,8,2014,9,1,20,50,4,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64552,-2.51107,639226.9066,367932.0831,Whitehills-2
1105,ROON2_N_20140901_205016,132,NA,8,2014,9,1,20,50,16,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.6456,-2.5112,639235.8703,367923.9667,Whitehills-2
1106,ROON2_N_20140901_205141,132,NA,8,2014,9,1,20,51,41,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64595,-2.51163,639275.0222,367897.1906,Whitehills-2
1107,ROON2_N_20140901_205344,132,NA,8,2014,9,1,20,53,44,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.6466,-2.51245,639347.7433,367846.1161,Whitehills-2
1108,ROON2_N_20140901_211059,132,NA,8,2014,9,1,21,10,59,0,NA,0,0,---,0,0,0,NA,14/09/2001,Whitehills,jmNOISE,NA,                                                                         ,NA,1,NA,55.64273,-2.51628,638918.8288,367601.8629,Whitehills-2
